Historico de cotizaciones de YPFD;;;;;;;
;;;;;;;
Fecha Cotización;Apertura;Máximo;Mínimo;Cierre;Cierre ajustado;Volumen Monto;Volumen Nominal
03/20/2006;164.50;164.50;163.30;163.45;0.00;103,497.00;632.00
03/17/2006;169.00;169.00;166.00;168.50;0.00;0.00;0.00
03/16/2006;169.00;169.00;166.00;168.50;0.00;61,451.00;365.00
03/15/2006;171.00;171.00;171.00;171.00;0.00;0.00;0.00
03/14/2006;171.00;171.00;171.00;171.00;0.00;19,494.00;114.00
03/13/2006;166.00;169.70;166.00;169.70;0.00;61,457.00;370.00
3/10/2006;169.50;170.00;169.50;170.00;0.00;88,581.00;522.00
3/9/2006;173.00;173.00;170.00;172.00;0.00;90,136.00;526.00
3/8/2006;172.00;173.00;171.00;173.00;0.00;172,365.00;1,005.00
3/7/2006;168.00;172.00;168.00;172.00;0.00;60,918.00;358.00
3/6/2006;170.50;170.50;168.50;170.00;0.00;222,828.00;1,321.00
3/3/2006;167.00;170.00;167.00;170.00;0.00;76,764.00;457.00
3/2/2006;163.00;167.00;163.00;167.00;0.00;49,865.00;300.00
3/1/2006;164.00;167.00;164.00;165.00;0.00;166,341.00;1,009.00
02/28/2006;162.50;163.00;162.50;163.00;0.00;42,325.00;260.00
02/27/2006;162.00;162.00;161.00;162.00;0.00;63,550.00;394.00
02/24/2006;164.90;164.90;164.60;164.60;0.00;14,825.00;90.00
02/23/2006;162.00;162.00;161.50;161.50;0.00;128,447.00;794.00
02/22/2006;161.50;163.00;161.50;163.00;0.00;68,151.00;420.00
02/21/2006;160.00;163.00;160.00;163.00;0.00;108,410.00;667.00
02/20/2006;160.00;160.00;160.00;160.00;0.00;5,440.00;34.00
02/17/2006;162.50;162.50;161.00;161.00;0.00;41,767.00;258.00
02/16/2006;163.00;163.00;163.00;163.00;0.00;26,080.00;160.00
02/15/2006;162.50;162.50;162.50;162.50;0.00;4,713.00;29.00
02/14/2006;160.50;162.90;160.50;162.90;0.00;47,348.00;293.00
02/13/2006;162.00;162.00;160.50;160.50;0.00;8,703.00;54.00
2/10/2006;165.00;165.00;161.50;161.50;0.00;0.00;0.00
2/9/2006;165.00;165.00;161.50;161.50;0.00;35,658.00;219.00
2/8/2006;167.00;167.00;164.90;165.00;0.00;40,611.00;246.00
2/7/2006;170.00;170.00;165.00;168.00;0.00;407,492.00;2,469.00
2/6/2006;161.50;165.05;161.50;165.00;0.00;83,987.00;513.00
2/3/2006;160.00;162.50;160.00;161.00;0.00;32,171.00;199.00
2/2/2006;164.00;164.00;164.00;164.00;0.00;9,840.00;60.00
2/1/2006;170.00;170.00;164.00;164.00;0.00;63,451.00;378.00
01/31/2006;164.00;168.00;164.00;168.00;0.00;72,004.00;433.00
01/30/2006;167.00;167.00;161.00;167.00;0.00;83,234.00;508.00
01/27/2006;170.00;170.00;169.70;169.80;0.00;6,792.00;40.00
01/26/2006;167.00;171.50;163.00;171.50;0.00;102,882.00;621.00
01/25/2006;175.00;175.50;173.00;173.00;0.00;94,851.00;546.00
01/24/2006;175.00;175.00;173.00;173.10;0.00;51,823.00;299.00
01/23/2006;175.00;175.00;172.00;172.00;0.00;77,490.00;447.00
01/20/2006;175.00;175.00;172.50;172.50;0.00;49,899.00;287.00
01/19/2006;176.00;176.00;172.50;172.50;0.00;234,138.00;1,348.00
01/18/2006;170.00;174.00;170.00;174.00;0.00;66,695.00;387.00
01/17/2006;170.10;170.10;170.00;170.00;0.00;22,109.00;130.00
01/16/2006;165.00;166.50;165.00;166.50;0.00;0.00;0.00
01/13/2006;165.00;166.50;165.00;166.50;0.00;40,415.00;243.00
1/12/2006;173.00;173.00;170.00;170.00;0.00;112,990.00;662.00
1/11/2006;177.50;177.50;171.00;173.00;0.00;64,137.00;370.00
1/10/2006;178.00;178.00;175.00;177.50;0.00;97,413.00;554.00
1/9/2006;175.00;177.50;175.00;177.50;0.00;471,952.00;2,682.00
1/6/2006;175.00;177.00;173.00;175.00;0.00;742,033.00;4,206.00
1/5/2006;165.00;176.50;165.00;175.00;0.00;0.00;0.00
1/4/2006;165.00;176.50;165.00;175.00;0.00;193,250.00;1,103.00
1/3/2006;162.10;162.10;162.10;162.10;0.00;5,025.00;31.00
1/2/2006;162.00;162.00;162.00;162.00;0.00;46,332.00;286.00
12/30/2005;165.10;165.10;161.00;161.00;0.00;0.00;0.00
12/29/2005;165.10;165.10;161.00;161.00;0.00;31,755.00;194.00
12/28/2005;163.00;163.00;163.00;163.00;0.00;27,873.00;171.00
12/27/2005;161.00;161.00;156.00;159.00;0.00;649,231.00;4,101.00
12/26/2005;162.00;163.00;162.00;163.00;0.00;40,495.00;249.00
12/23/2005;166.00;166.00;160.00;160.00;0.00;155,418.00;949.00
12/22/2005;171.00;171.00;161.00;165.00;0.00;94,066.00;573.00
12/21/2005;170.00;170.00;166.50;166.50;0.00;276,949.00;1,644.00
12/20/2005;176.85;176.85;166.00;167.00;0.00;358,536.00;2,105.00
12/19/2005;184.00;184.00;180.00;180.00;0.00;0.00;0.00
12/16/2005;184.00;184.00;180.00;180.00;0.00;260,698.00;1,438.00
12/15/2005;180.00;180.00;180.00;180.00;0.00;46,980.00;261.00
12/14/2005;177.00;180.00;175.00;180.00;0.00;149,873.00;851.00
12/13/2005;178.00;178.00;178.00;178.00;0.00;20,132.00;113.00
12/12/2005;180.00;181.00;180.00;180.00;0.00;53,913.00;299.00
12/9/2005;180.00;180.00;180.00;180.00;0.00;76,320.00;424.00
12/8/2005;180.00;182.00;177.00;177.00;0.00;0.00;0.00
12/7/2005;180.00;182.00;177.00;177.00;0.00;96,245.00;533.00
12/6/2005;181.00;181.00;179.00;179.00;0.00;4,322.00;24.00
12/5/2005;181.10;181.10;181.00;181.00;0.00;15,571.00;86.00
12/2/2005;177.50;177.50;177.00;177.00;0.00;24,623.00;139.00
12/1/2005;178.00;178.00;175.00;175.00;0.00;146,974.00;838.00
11/30/2005;177.00;177.00;176.00;176.00;0.00;550,933.00;3,130.00
11/29/2005;178.00;180.50;177.50;177.50;0.00;326,789.00;1,820.00
11/28/2005;181.00;181.00;178.90;180.00;0.00;45,001.00;250.00
11/25/2005;184.00;184.00;180.00;184.00;0.00;83,540.00;460.00
11/24/2005;183.00;184.90;181.50;183.00;0.00;0.00;0.00
11/23/2005;183.00;184.90;181.50;183.00;0.00;289,798.00;1,581.00
11/22/2005;182.50;182.50;182.50;182.50;0.00;32,485.00;178.00
11/21/2005;183.00;183.00;179.00;182.00;0.00;187,566.00;1,041.00
11/18/2005;185.00;186.00;185.00;186.00;0.00;100,798.00;543.00
11/17/2005;184.00;187.00;184.00;187.00;0.00;35,005.00;190.00
11/16/2005;180.00;180.10;180.00;180.10;0.00;16,203.00;90.00
11/15/2005;180.00;180.00;178.00;180.00;0.00;30,460.00;170.00
11/14/2005;182.00;182.00;182.00;182.00;0.00;76,440.00;420.00
11/11/2005;183.00;183.00;183.00;183.00;0.00;137,250.00;750.00
11/10/2005;182.50;182.50;181.00;181.00;0.00;121,478.00;668.00
11/9/2005;181.00;181.00;181.00;181.00;0.00;32,037.00;177.00
11/8/2005;180.00;185.00;180.00;184.50;0.00;38,918.00;213.00
11/7/2005;185.00;189.00;185.00;189.00;0.00;0.00;0.00
11/4/2005;185.00;189.00;185.00;189.00;0.00;108,127.00;579.00
11/3/2005;180.00;184.00;180.00;184.00;0.00;80,764.00;447.00
11/2/2005;182.00;182.00;180.00;180.00;0.00;134,641.00;744.00
11/1/2005;182.00;182.00;181.00;181.00;0.00;68,718.00;378.00
10/31/2005;183.00;183.50;183.00;183.50;0.00;65,593.00;358.00
10/28/2005;182.00;182.00;182.00;182.00;0.00;31,850.00;175.00
10/27/2005;181.00;184.80;181.00;184.80;0.00;0.00;0.00
10/26/2005;181.00;184.80;181.00;184.80;0.00;9,850.00;54.00
10/25/2005;183.00;183.00;183.00;183.00;0.00;39,528.00;216.00
10/24/2005;182.00;183.00;182.00;183.00;0.00;20,758.00;114.00
10/21/2005;180.00;180.00;175.00;178.50;0.00;420,205.00;2,364.00
10/20/2005;184.00;184.00;180.00;180.00;0.00;42,642.00;234.00
10/19/2005;183.00;183.00;183.00;183.00;0.00;1,830.00;10.00
10/18/2005;183.50;183.50;182.50;183.00;0.00;74,478.00;407.00
10/17/2005;180.00;182.00;180.00;182.00;0.00;16,975.00;94.00
10/14/2005;184.00;184.00;178.00;180.00;0.00;38,901.00;216.00
10/13/2005;180.00;185.00;175.00;185.00;0.00;92,325.00;517.00
10/12/2005;184.00;185.00;180.00;180.00;0.00;108,505.00;591.00
10/11/2005;185.00;185.00;184.50;185.00;0.00;19,164.00;104.00
10/10/2005;183.95;185.00;183.00;185.00;0.00;0.00;0.00
10/7/2005;183.95;185.00;183.00;185.00;0.00;568,657.00;3,089.00
10/6/2005;175.00;180.00;175.00;178.50;0.00;308,020.00;1,736.00
10/5/2005;195.00;195.00;184.00;185.00;0.00;215,793.00;1,158.00
10/4/2005;191.00;194.00;190.00;194.00;0.00;43,716.00;227.00
10/3/2005;200.00;200.00;195.00;195.00;0.00;47,404.00;241.00
09/30/2005;202.00;202.00;195.00;200.00;0.00;89,626.00;454.00
09/29/2005;205.00;205.00;200.00;200.00;0.00;183,409.00;909.00
09/28/2005;198.00;205.00;198.00;205.00;0.00;58,032.00;290.00
09/27/2005;197.00;198.00;196.50;196.75;0.00;129,445.00;658.00
09/26/2005;192.50;195.00;192.50;195.00;0.00;175,265.00;905.00
09/23/2005;195.00;195.00;194.00;195.00;0.00;207,966.00;1,067.00
09/22/2005;192.60;200.00;192.60;193.50;0.00;273,979.00;1,400.00
09/21/2005;190.00;192.00;189.00;191.50;0.00;278,752.00;1,457.00
09/20/2005;190.00;190.00;188.50;190.00;0.00;132,314.00;697.00
09/19/2005;186.50;188.50;186.50;188.50;0.00;114,663.00;612.00
09/16/2005;188.00;190.00;186.50;186.50;0.00;112,428.00;599.00
09/15/2005;191.00;191.00;187.00;187.00;0.00;51,597.00;274.00
09/14/2005;184.00;188.90;184.00;188.90;0.00;0.00;0.00
09/13/2005;184.00;188.90;184.00;188.90;0.00;407,607.00;2,177.00
9/12/2005;188.00;190.00;188.00;189.00;0.00;301,904.00;1,600.00
9/9/2005;189.00;189.00;186.00;188.00;0.00;134,792.00;720.00
9/8/2005;185.00;188.00;184.00;188.00;0.00;280,856.00;1,510.00
9/7/2005;189.00;189.00;185.00;185.00;0.00;12,125.00;65.00
9/6/2005;186.50;186.50;182.00;186.00;0.00;474,465.00;2,592.00
9/5/2005;186.00;187.00;184.00;187.00;0.00;55,975.00;302.00
9/2/2005;188.00;188.00;185.00;185.00;0.00;174,239.00;936.00
9/1/2005;185.00;190.00;185.00;188.00;0.00;180,278.00;961.00
08/31/2005;184.00;185.00;183.00;183.00;0.00;78,978.00;430.00
08/30/2005;181.00;183.00;181.00;183.00;0.00;348,871.00;1,915.00
08/29/2005;182.00;183.00;181.00;181.00;0.00;93,023.00;510.00
08/26/2005;174.50;178.00;174.50;177.00;0.00;670,358.00;3,828.00
08/25/2005;173.00;173.30;172.50;173.30;0.00;357,983.00;2,067.00
08/24/2005;170.00;172.90;170.00;172.90;0.00;105,292.00;615.00
08/23/2005;167.00;170.00;167.00;170.00;0.00;42,420.00;252.00
08/22/2005;164.50;168.00;164.50;167.00;0.00;159,463.00;961.00
08/19/2005;165.00;165.00;164.50;164.50;0.00;0.00;0.00
08/18/2005;165.00;165.00;164.50;164.50;0.00;270,524.00;1,641.00
08/17/2005;163.00;163.00;163.00;163.00;0.00;29,992.00;184.00
08/16/2005;164.00;164.00;163.00;163.00;0.00;14,249.00;87.00
08/15/2005;163.50;164.00;163.50;164.00;0.00;0.00;0.00
8/12/2005;163.50;164.00;163.50;164.00;0.00;6,387.00;39.00
8/11/2005;163.50;164.00;163.00;163.00;0.00;86,580.00;529.00
8/10/2005;162.00;163.50;162.00;163.50;0.00;86,616.00;533.00
8/9/2005;162.00;162.00;160.00;162.00;0.00;71,454.00;442.00
8/8/2005;162.00;162.00;162.00;162.00;0.00;79,515.00;491.00
8/5/2005;160.00;160.00;155.00;158.00;0.00;586,445.00;3,751.00
8/4/2005;161.00;164.00;158.00;158.00;0.00;449,472.00;2,788.00
8/3/2005;161.00;161.00;160.00;161.00;0.00;0.00;0.00
8/2/2005;161.00;161.00;160.00;161.00;0.00;35,802.00;223.00
8/1/2005;159.00;159.00;159.00;159.00;0.00;25,746.00;162.00
07/29/2005;159.00;159.00;159.00;159.00;0.00;8,904.00;56.00
07/28/2005;158.00;159.00;158.00;159.00;0.00;103,147.00;651.00
07/27/2005;160.00;160.00;157.00;157.00;0.00;185,885.00;1,174.00
07/26/2005;160.00;160.00;157.00;157.00;0.00;0.00;0.00
07/25/2005;160.00;160.00;157.00;157.00;0.00;67,495.00;425.00
07/22/2005;156.00;157.00;156.00;157.00;0.00;29,146.00;186.00
07/21/2005;158.00;158.00;155.00;156.80;0.00;290,618.00;1,856.00
07/20/2005;161.00;161.00;161.00;161.00;0.00;16,100.00;100.00
07/19/2005;156.25;161.00;156.25;161.00;0.00;70,781.00;443.00
07/18/2005;156.00;156.25;155.65;156.25;0.00;76,195.00;489.00
07/15/2005;157.00;160.00;155.00;155.00;0.00;154,366.00;986.00
07/14/2005;157.00;158.25;157.00;157.25;0.00;83,769.00;532.00
07/13/2005;159.00;159.00;157.00;157.25;0.00;211,844.00;1,344.00
7/12/2005;159.00;159.00;159.00;159.00;0.00;88,713.00;558.00
7/11/2005;159.00;159.00;159.00;159.00;0.00;15,900.00;100.00
7/8/2005;159.00;159.00;159.00;159.00;0.00;36,421.00;229.00
7/7/2005;160.00;160.00;159.00;159.00;0.00;111,676.00;699.00
7/6/2005;160.00;160.00;158.00;158.00;0.00;151,167.00;951.00
7/5/2005;161.50;161.50;161.00;161.00;0.00;23,073.00;143.00
7/4/2005;161.00;161.00;161.00;161.00;0.00;3,059.00;19.00
7/1/2005;158.25;158.25;158.25;158.25;0.00;34,024.00;215.00
06/30/2005;157.00;161.00;157.00;157.00;0.00;50,657.00;321.00
06/29/2005;162.00;162.00;159.00;159.00;0.00;145,303.00;912.00
06/28/2005;161.00;161.00;160.00;161.00;0.00;130,980.00;816.00
06/27/2005;157.00;160.00;157.00;160.00;0.00;100,120.00;630.00
06/24/2005;156.00;159.00;154.50;159.00;0.00;0.00;0.00
06/23/2005;156.00;159.00;154.50;159.00;0.00;101,250.00;650.00
06/22/2005;156.00;156.00;156.00;156.00;0.00;1,868.00;12.00
06/21/2005;153.30;159.00;153.30;155.50;0.00;246,264.00;1,586.00
06/20/2005;152.50;153.50;152.50;153.30;0.00;0.00;0.00
06/17/2005;152.50;153.50;152.50;153.30;0.00;106,332.00;694.00
06/16/2005;150.00;154.00;150.00;152.50;0.00;251,650.00;1,651.00
06/15/2005;149.25;150.00;149.25;150.00;0.00;30,384.00;203.00
06/14/2005;148.00;148.50;148.00;148.50;0.00;14,808.00;100.00
06/13/2005;147.00;147.00;147.00;147.00;0.00;7,650.00;52.00
6/10/2005;150.00;150.00;150.00;150.00;0.00;4,500.00;30.00
6/9/2005;148.00;150.00;148.00;150.00;0.00;3,270.00;22.00
6/8/2005;147.50;150.00;147.50;150.00;0.00;63,096.00;426.00
6/7/2005;148.00;148.00;146.00;148.00;0.00;65,226.00;441.00
6/6/2005;151.00;151.00;150.00;150.00;0.00;23,788.00;158.00
6/3/2005;151.00;155.00;151.00;152.50;0.00;37,600.00;247.00
6/2/2005;149.00;152.00;149.00;151.00;0.00;282,707.00;1,867.00
6/1/2005;149.00;149.00;147.55;147.55;0.00;30,105.00;203.00
05/31/2005;147.00;149.00;147.00;149.00;0.00;69,681.00;469.00
05/30/2005;146.00;146.00;145.90;146.00;0.00;30,358.00;208.00
05/27/2005;147.50;147.50;146.00;146.00;0.00;111,563.00;762.00
05/26/2005;147.00;147.50;147.00;147.50;0.00;80,118.00;544.00
05/25/2005;147.50;147.50;147.00;147.00;0.00;0.00;0.00
05/24/2005;147.50;147.50;147.00;147.00;0.00;151,632.00;1,031.00
05/23/2005;147.00;147.50;146.00;147.50;0.00;820,831.00;5,575.00
05/20/2005;148.00;148.00;146.00;146.00;0.00;93,380.00;637.00
05/19/2005;147.00;149.00;147.00;147.50;0.00;137,214.00;926.00
05/18/2005;148.50;152.00;148.50;149.00;0.00;24,017.00;161.00
05/17/2005;150.50;150.50;148.00;149.00;0.00;147,173.00;987.00
05/16/2005;150.00;152.00;148.25;150.00;0.00;290,206.00;1,953.00
05/13/2005;150.00;152.00;149.00;152.00;0.00;168,345.00;1,120.00
5/12/2005;153.00;153.00;153.00;153.00;0.00;4,449.00;29.00
5/11/2005;156.00;157.00;156.00;157.00;0.00;7,814.00;50.00
5/10/2005;158.00;158.00;157.00;157.00;0.00;763,690.00;4,844.00
5/9/2005;155.00;157.00;155.00;157.00;0.00;57,635.00;369.00
5/6/2005;154.50;154.50;154.50;154.50;0.00;19,931.00;129.00
5/5/2005;154.50;154.50;153.00;154.00;0.00;108,444.00;704.00
5/4/2005;149.00;155.00;148.50;153.00;0.00;713,090.00;4,704.00
5/3/2005;160.00;160.00;149.00;155.00;0.00;129,382.00;839.00
5/2/2005;156.00;156.00;155.50;155.50;0.00;49,770.00;320.00
04/29/2005;150.00;155.00;150.00;155.00;0.00;65,240.00;433.00
04/28/2005;148.00;150.00;148.00;150.00;0.00;314,644.00;2,106.00
04/27/2005;154.00;156.00;150.00;152.00;0.00;676,800.00;4,384.00
04/26/2005;158.00;160.00;150.00;150.00;0.00;195,675.00;1,250.00
04/25/2005;160.00;160.00;158.00;160.00;0.00;17,896.00;112.00
04/22/2005;154.00;154.00;153.00;153.00;0.00;52,451.00;341.00
04/21/2005;150.00;153.50;150.00;153.00;0.00;83,748.00;548.00
04/20/2005;149.00;151.00;148.00;151.00;0.00;166,016.00;1,116.00
04/19/2005;142.00;145.00;142.00;145.00;0.00;141,124.00;980.00
04/18/2005;144.00;144.20;141.50;142.00;0.00;110,545.00;773.00
04/15/2005;143.00;145.00;142.00;143.50;0.00;384,786.00;2,683.00
04/14/2005;151.00;151.00;148.00;148.00;0.00;139,135.00;933.00
04/13/2005;150.00;151.50;150.00;151.00;0.00;115,421.00;765.00
4/12/2005;155.00;155.00;153.00;153.50;0.00;102,782.00;666.00
4/11/2005;155.00;155.00;155.00;155.00;0.00;64,015.00;413.00
4/8/2005;159.00;159.00;155.00;155.00;0.00;59,974.00;382.00
4/7/2005;157.00;161.00;157.00;159.00;0.00;18,590.00;118.00
4/6/2005;154.00;157.50;154.00;156.00;0.00;111,058.00;713.00
4/5/2005;150.00;156.00;150.00;154.00;0.00;244,940.00;1,593.00
4/4/2005;157.50;158.00;156.00;158.00;0.00;201,766.00;1,286.00
4/1/2005;159.00;160.00;156.00;158.00;0.00;465,832.00;2,940.00
03/31/2005;152.00;152.00;147.00;152.00;0.00;208,169.00;1,390.00
03/30/2005;148.00;160.00;146.05;149.00;0.00;376,484.00;2,512.00
03/29/2005;159.00;159.00;147.00;148.00;0.00;485,307.00;3,187.00
03/28/2005;163.00;166.00;159.00;159.00;0.00;161,050.00;1,000.00
03/25/2005;165.00;165.00;163.00;163.00;0.00;0.00;0.00
03/24/2005;165.00;165.00;163.00;163.00;0.00;0.00;0.00
03/23/2005;165.00;165.00;163.00;163.00;0.00;204,038.00;1,243.00
03/22/2005;170.00;170.00;170.00;170.00;0.00;67,830.00;399.00
03/21/2005;170.00;170.00;169.00;170.00;0.00;133,374.00;786.00
03/18/2005;167.00;170.00;167.00;170.00;0.00;188,044.00;1,112.00
03/17/2005;158.00;162.50;158.00;162.50;0.00;49,903.00;312.00
03/16/2005;158.00;158.00;154.00;158.00;0.00;62,167.00;398.00
03/15/2005;158.00;161.00;158.00;158.00;0.00;117,911.00;737.00
03/14/2005;160.00;160.00;155.00;160.00;0.00;121,996.00;780.00
3/11/2005;160.00;162.00;160.00;160.00;0.00;77,598.00;484.00
3/10/2005;160.00;160.00;160.00;160.00;0.00;25,440.00;159.00
3/9/2005;167.50;167.50;161.00;161.00;0.00;196,134.00;1,188.00
3/8/2005;170.00;170.00;164.00;167.50;0.00;467,146.00;2,818.00
3/7/2005;174.00;178.00;174.00;175.00;0.00;84,222.00;480.00
3/4/2005;175.10;176.00;170.00;174.00;0.00;127,139.00;733.00
3/3/2005;175.10;175.10;175.00;175.00;0.00;6,828.00;39.00
3/2/2005;180.00;180.00;174.50;175.00;0.00;40,616.00;230.00
3/1/2005;176.10;180.50;176.10;178.00;0.00;145,859.00;812.00
02/28/2005;186.00;187.00;176.10;176.10;0.00;195,262.00;1,048.00
02/25/2005;176.45;185.00;176.45;184.50;0.00;434,427.00;2,369.00
02/24/2005;184.00;184.00;175.00;175.00;0.00;903,055.00;5,096.00
02/23/2005;190.50;190.50;184.00;184.00;0.00;604,179.00;3,265.00
02/22/2005;184.00;195.00;184.00;190.00;0.00;712,808.00;3,739.00
02/21/2005;185.00;185.00;182.00;182.00;0.00;350,943.00;1,922.00
02/18/2005;173.00;182.00;173.00;182.00;0.00;443,441.00;2,508.00
02/17/2005;161.00;171.00;160.00;171.00;0.00;383,629.00;2,278.00
02/16/2005;166.00;166.00;160.00;164.00;0.00;161,992.00;999.00
02/15/2005;154.00;167.00;151.00;166.00;0.00;113,299.00;695.00
02/14/2005;153.00;154.00;153.00;154.00;0.00;75,134.00;490.00
2/11/2005;150.00;156.00;150.00;155.00;0.00;560,923.00;3,622.00
2/10/2005;150.00;153.50;150.00;153.50;0.00;97,930.00;650.00
2/9/2005;147.50;150.00;147.50;147.75;0.00;94,208.00;636.00
2/8/2005;146.50;147.50;146.00;147.50;0.00;38,755.00;265.00
2/7/2005;145.00;145.00;145.00;145.00;0.00;36,250.00;250.00
2/4/2005;144.50;144.50;142.50;143.00;0.00;119,814.00;839.00
2/3/2005;144.50;144.50;144.30;144.50;0.00;190,149.00;1,316.00
2/2/2005;140.00;140.95;140.00;140.95;0.00;30,290.00;215.00
2/1/2005;139.00;140.15;139.00;140.15;0.00;22,945.00;164.00
01/31/2005;141.00;141.00;138.00;138.00;0.00;184,398.00;1,325.00
01/28/2005;140.00;142.00;140.00;140.00;0.00;36,340.00;258.00
01/27/2005;141.50;141.50;141.50;141.50;0.00;14,430.00;102.00
01/26/2005;139.00;139.50;139.00;139.50;0.00;8,345.00;60.00
01/25/2005;138.50;140.00;138.50;140.00;0.00;267,250.00;1,910.00
01/24/2005;145.00;145.00;140.00;140.00;0.00;120,860.00;850.00
01/21/2005;143.00;145.00;143.00;144.00;0.00;101,515.00;704.00
01/20/2005;140.85;143.20;140.85;143.00;0.00;1,244,825.00;8,760.00
01/19/2005;136.00;137.00;136.00;137.00;0.00;73,540.00;540.00
01/18/2005;131.00;136.00;131.00;136.00;0.00;16,099.00;119.00
01/17/2005;131.00;131.00;131.00;131.00;0.00;12,183.00;93.00
01/14/2005;130.00;131.00;130.00;131.00;0.00;160,191.00;1,230.00
01/13/2005;129.50;129.50;129.00;129.00;0.00;14,859.00;115.00
1/12/2005;130.00;130.00;129.50;129.50;0.00;39,468.00;304.00
1/11/2005;130.00;130.00;129.50;129.50;0.00;84,185.00;650.00
1/10/2005;128.00;128.00;128.00;128.00;0.00;1,410.00;11.00
1/7/2005;129.00;129.00;129.00;129.00;0.00;6,321.00;49.00
1/6/2005;128.00;128.00;128.00;128.00;0.00;32,000.00;250.00
1/5/2005;127.00;128.00;127.00;128.00;0.00;60,171.00;473.00
1/4/2005;129.00;129.00;128.00;128.00;0.00;31,198.00;242.00
1/3/2005;130.00;130.00;130.00;130.00;0.00;94,250.00;725.00
12/31/2004;130.00;130.00;129.00;130.00;0.00;0.00;0.00
12/30/2004;130.00;130.00;129.00;130.00;0.00;264,281.00;2,044.00
12/29/2004;130.00;130.00;130.00;130.00;0.00;10,004.00;77.00
12/28/2004;127.00;128.00;127.00;128.00;0.00;0.00;0.00
12/27/2004;127.00;128.00;127.00;128.00;0.00;24,153.00;189.00
12/24/2004;127.00;127.00;127.00;127.00;0.00;1,016.00;8.00
12/23/2004;128.50;128.50;127.00;127.00;0.00;394,704.00;3,096.00
12/22/2004;126.00;128.00;126.00;128.00;0.00;57,398.00;449.00
12/21/2004;127.00;128.00;126.00;126.00;0.00;48,155.00;381.00
12/20/2004;125.50;126.00;125.50;126.00;0.00;13,823.00;110.00
12/17/2004;126.00;126.00;125.50;125.50;0.00;43,751.00;348.00
12/16/2004;126.00;126.00;126.00;126.00;0.00;33,768.00;268.00
12/15/2004;124.50;124.50;124.50;124.50;0.00;3,362.00;27.00
12/14/2004;124.50;124.50;124.50;124.50;0.00;24,029.00;193.00
12/13/2004;124.50;124.50;124.50;124.50;0.00;2,988.00;24.00
12/10/2004;124.50;124.50;124.50;124.50;0.00;16,310.00;131.00
12/9/2004;124.50;124.50;124.50;124.50;0.00;6,723.00;54.00
12/8/2004;126.50;126.50;124.50;124.50;0.00;0.00;0.00
12/7/2004;126.50;126.50;124.50;124.50;0.00;185,821.00;1,477.00
12/6/2004;126.00;127.00;125.50;125.50;0.00;92,356.00;733.00
12/3/2004;126.00;126.00;126.00;126.00;0.00;60,984.00;484.00
12/2/2004;125.00;125.00;125.00;125.00;0.00;45,500.00;364.00
12/1/2004;124.40;126.00;124.40;125.50;0.00;339,606.00;2,711.00
11/30/2004;122.00;124.00;122.00;123.50;0.00;0.00;0.00
11/29/2004;122.00;124.00;122.00;123.50;0.00;63,443.00;513.00
11/26/2004;125.00;125.00;123.50;124.50;0.00;232,961.00;1,877.00
11/25/2004;123.00;123.00;123.00;123.00;0.00;79,212.00;644.00
11/24/2004;122.50;124.00;122.50;123.00;0.00;296,952.00;2,403.00
11/23/2004;121.40;122.00;118.00;122.00;0.00;132,989.00;1,096.00
11/22/2004;119.00;121.75;119.00;121.50;0.00;191,614.00;1,579.00
11/19/2004;120.00;120.00;119.00;119.00;0.00;47,385.00;395.00
11/18/2004;120.00;120.00;119.00;120.00;0.00;35,047.00;293.00
11/17/2004;120.00;120.00;120.00;120.00;0.00;35,640.00;297.00
11/16/2004;120.00;120.00;120.00;120.00;0.00;19,800.00;165.00
11/15/2004;119.00;119.00;119.00;119.00;0.00;9,639.00;81.00
11/12/2004;120.00;121.00;120.00;120.00;0.00;25,300.00;210.00
11/11/2004;121.00;121.00;119.00;120.00;0.00;158,864.00;1,323.00
11/10/2004;122.00;122.00;121.50;121.50;0.00;40,852.00;335.00
11/9/2004;122.00;122.00;122.00;122.00;0.00;6,222.00;51.00
11/8/2004;123.00;123.00;122.00;122.00;0.00;33,016.00;269.00
11/5/2004;118.00;118.00;117.00;117.00;0.00;45,404.00;386.00
11/4/2004;115.00;118.00;115.00;118.00;0.00;20,115.00;171.00
11/3/2004;117.00;117.00;115.00;115.00;0.00;0.00;0.00
11/2/2004;117.00;117.00;115.00;115.00;0.00;80,788.00;702.00
11/1/2004;121.00;122.00;121.00;121.00;0.00;35,795.00;295.00
10/29/2004;122.00;122.00;122.00;122.00;0.00;78,080.00;640.00
10/28/2004;123.00;124.00;123.00;124.00;0.00;153,512.00;1,242.00
10/27/2004;123.00;123.00;123.00;123.00;0.00;0.00;0.00
10/26/2004;123.00;123.00;123.00;123.00;0.00;4,305.00;35.00
10/25/2004;123.00;123.00;122.50;122.50;0.00;21,265.00;173.00
10/22/2004;122.00;123.00;122.00;123.00;0.00;81,862.00;666.00
10/21/2004;120.00;124.50;119.00;124.50;0.00;94,561.00;793.00
10/20/2004;121.10;121.70;121.00;121.00;0.00;70,387.00;580.00
10/19/2004;120.50;121.00;120.50;121.00;0.00;26,464.00;219.00
10/18/2004;120.00;122.00;120.00;122.00;0.00;164,939.00;1,364.00
10/15/2004;122.00;122.25;122.00;122.25;0.00;43,396.00;355.00
