,rut,periodo,archive,predictor1_7,predictor1_8,predictor1_9,predictor1_10,predictor1_11,predictor1_12,ignite_ise,ind_compra_paga
5481,WazVoiFJEF,201812.0,20181231.0,,,,,,,D,0.0
5482,rlOjSOBMhp,201910.0,20191031.0,672.0,781.0,748.0,748.0,712.0,747.0,D,0.0
5483,gM25xhQ8Vu,201904.0,20190430.0,322.0,407.0,407.0,,,,E,0.0
5484,0Xm0rEYVFq,201807.0,20180731.0,,,,,,,D,0.0
5485,Xv8QLiv4Du,201905.0,20190531.0,393.0,547.0,542.0,542.0,,,C3,0.0
5486,ENYfNi2fwz,201809.0,20180930.0,,,,,,,C1b,0.0
5487,nPXN08VVnu,201812.0,20181231.0,,,,,,,D,0.0
5488,Tb7cz4hBz0,201912.0,20191231.0,536.0,625.0,625.0,625.0,625.0,625.0,D,0.0
5489,sbs3RS0UUR,201808.0,20180831.0,,,,,,,D,0.0
5490,NBPTtFBa1V,202001.0,20200131.0,546.0,325.0,320.0,320.0,684.0,684.0,D,0.0
5491,TXsOenBJeb,201906.0,20190630.0,49.0,34.0,157.0,360.0,540.0,,D,0.0
5492,ys4BljQVCT,201903.0,20190331.0,573.0,377.0,,,,,C3,0.0
5493,OOw6rg8r8k,201912.0,20191231.0,273.0,316.0,278.0,328.0,328.0,328.0,D,0.0
5494,6fx0FMvA65,201912.0,20191231.0,189.0,72.0,35.0,10.0,7.0,14.0,E,0.0
5495,miVYIUt5k6,201809.0,20180930.0,,,,,,,D,0.0
5496,LsGv38423X,202003.0,20200331.0,430.0,521.0,567.0,611.0,611.0,694.0,C3,0.0
5497,kHEQg5NAFj,201809.0,20180930.0,,,,,,,C3,0.0
5498,lPGWoQflj8,201910.0,20191031.0,552.0,730.0,765.0,765.0,693.0,693.0,E,0.0
5499,aULKAjLYQj,201807.0,20180731.0,,,,,,,C2,0.0
5500,ykAtOdcevm,201904.0,20190430.0,681.0,681.0,681.0,,,,C3,0.0
5501,rrbljxWi2d,201905.0,20190531.0,448.0,540.0,118.0,670.0,,,C1a,0.0
5502,fI2S6wxELH,201810.0,20181031.0,,,,,,,D,0.0
5503,BMx3PfPIog,201909.0,20190930.0,351.0,573.0,568.0,640.0,506.0,506.0,C3,0.0
5504,vNDwDUVwNl,201807.0,20180731.0,,,,,,,D,0.0
5505,1fNicx5HR0,201909.0,20190930.0,634.0,629.0,629.0,629.0,629.0,629.0,D,0.0
5506,1rAmR3mYU5,201906.0,20190630.0,667.0,667.0,667.0,667.0,662.0,,C3,0.0
5507,XAWoIyQyE1,201908.0,20190831.0,767.0,767.0,767.0,671.0,586.0,586.0,C3,0.0
5508,fMFXSDjb7l,201901.0,20190131.0,,,,,,,C3,0.0
5509,m5r4m2tHaB,201809.0,20180930.0,,,,,,,D,0.0
5510,piC1E3IEuS,201901.0,20190131.0,,,,,,,C2,0.0
5511,HAraQ0TZvv,201912.0,20191231.0,118.0,219.0,219.0,219.0,486.0,486.0,C3,0.0
5512,q9NqMobi8F,201809.0,20180930.0,,,,,,,C3,0.0
5513,mXq6JSF20r,201808.0,20180831.0,,,,,,,C2,0.0
5514,9RSzPbk3IH,201910.0,20191031.0,560.0,560.0,647.0,499.0,403.0,494.0,D,0.0
5515,AxHBfe1G17,201910.0,20191031.0,441.0,753.0,753.0,679.0,679.0,679.0,C3,0.0
5516,QXkq43PcFz,201810.0,20181031.0,,,,,,,E,0.0
5517,35Q1KV8fak,202002.0,20200229.0,848.0,848.0,848.0,848.0,848.0,848.0,D,0.0
5518,UwIkTgaAxP,201811.0,20181130.0,,,,,,,C3,0.0
5519,RNvzwjAfXF,201904.0,20190430.0,706.0,743.0,743.0,,,,E,0.0
5520,9jdA1araqH,201902.0,20190228.0,109.0,,,,,,C1a,0.0
5521,tMKXJ7qj8x,201907.0,20190731.0,807.0,807.0,777.0,777.0,777.0,777.0,D,0.0
5522,6ynvISYbe0,201903.0,20190331.0,677.0,455.0,,,,,C3,0.0
5523,G2oej7U2ZQ,201907.0,20190731.0,527.0,527.0,527.0,527.0,527.0,527.0,C3,0.0
5524,J6UtRql1Ay,202002.0,20200229.0,725.0,725.0,725.0,725.0,725.0,725.0,C3,0.0
5525,B6D8AT1A3W,201808.0,20180831.0,,,,,,,D,0.0
5526,N6pdlFHiD4,202002.0,20200229.0,522.0,431.0,431.0,522.0,304.0,266.0,C2,0.0
5527,qSbPrPStkN,201902.0,20190228.0,794.0,,,,,,C2,0.0
5528,yKVN6fQmlf,201903.0,20190331.0,828.0,828.0,,,,,E,0.0
5529,hYjEq23qPU,201912.0,20191231.0,685.0,685.0,724.0,140.0,25.0,25.0,E,0.0
5530,OI4jJkFJPg,201912.0,20191231.0,679.0,638.0,638.0,637.0,593.0,593.0,D,0.0
5531,HvP5IGl1Of,201809.0,20180930.0,,,,,,,D,0.0
5532,PXnVN41873,202002.0,20200229.0,767.0,767.0,767.0,767.0,733.0,733.0,D,0.0
5533,r9qliIdzCS,201908.0,20190831.0,534.0,534.0,623.0,400.0,771.0,490.0,D,0.0
5534,msRQdT4b85,201910.0,20191031.0,758.0,758.0,758.0,758.0,382.0,218.0,E,0.0
5535,donO1Mckwf,201808.0,20180831.0,,,,,,,E,0.0
5536,ClVb1OMwY8,201807.0,20180731.0,,,,,,,D,0.0
5537,ED9T2ph9d1,201807.0,20180731.0,,,,,,,C2,0.0
5538,JzRVI0Bdnv,201912.0,20191231.0,364.0,453.0,584.0,539.0,539.0,539.0,E,0.0
5539,y3WZpcnRYP,202003.0,20200331.0,423.0,423.0,423.0,423.0,423.0,423.0,C3,0.0
5540,XJ5g7PvFTt,201812.0,20181231.0,,,,,,,C3,0.0
5541,Ugguwn3HG4,201903.0,20190331.0,726.0,722.0,,,,,D,0.0
5542,y7OnV2OXeX,201807.0,20180731.0,,,,,,,D,0.0
5543,DSWxsAzD4F,202002.0,20200229.0,468.0,468.0,379.0,379.0,379.0,468.0,C3,0.0
5544,ucloX47Hn9,201912.0,20191231.0,557.0,221.0,221.0,371.0,720.0,140.0,C3,0.0
5545,HHgsA647wY,201912.0,20191231.0,735.0,735.0,735.0,735.0,735.0,731.0,D,0.0
5546,OubuniyhtX,201812.0,20181231.0,,,,,,,D,0.0
5547,91b6n2U6BB,201809.0,20180930.0,,,,,,,C3,0.0
5548,Xjh2S17ZF3,201902.0,20190228.0,620.0,,,,,,C3,0.0
5549,JjRuKxQMov,201912.0,20191231.0,613.0,612.0,655.0,733.0,729.0,608.0,C1a,0.0
5550,F1NueC88fo,201904.0,20190430.0,747.0,747.0,671.0,,,,E,0.0
5551,2ykAGLEooq,201905.0,20190531.0,573.0,659.0,617.0,527.0,,,D,0.0
5552,Fiy1Ss4vXn,201902.0,20190228.0,784.0,,,,,,C3,0.0
5553,ftE1TXaDS8,201909.0,20190930.0,601.0,601.0,601.0,601.0,582.0,582.0,C3,0.0
5554,ZcIRkzqPWt,201911.0,20191130.0,75.0,292.0,504.0,594.0,638.0,594.0,D,0.0
5555,aYdYc43Ckm,201906.0,20190630.0,712.0,712.0,712.0,712.0,712.0,,C1b,0.0
5556,qxB1l2uvRP,201911.0,20191130.0,614.0,525.0,520.0,729.0,795.0,701.0,E,0.0
5557,SaklLIAtp2,201903.0,20190331.0,761.0,761.0,,,,,C3,0.0
5558,CbylRFFU1l,201910.0,20191031.0,739.0,735.0,435.0,390.0,347.0,616.0,D,0.0
5559,oHhMYpPCzW,202003.0,20200331.0,360.0,281.0,281.0,245.0,319.0,319.0,D,0.0
5560,NW3Nc272kX,201811.0,20181130.0,,,,,,,C3,0.0
5561,Vqc0DUcxGP,201908.0,20190831.0,655.0,650.0,650.0,471.0,471.0,426.0,C3,0.0
5562,8hCtOJEfC4,201907.0,20190731.0,771.0,737.0,737.0,737.0,802.0,802.0,C3,0.0
5563,4jIpPmFpLJ,201812.0,20181231.0,,,,,,,D,0.0
5564,2ma002INJi,201903.0,20190331.0,656.0,656.0,,,,,D,0.0
5565,rhVgr4uuWI,201912.0,20191231.0,202.0,199.0,199.0,199.0,199.0,199.0,D,0.0
5566,YCSy5144UZ,201812.0,20181231.0,,,,,,,E,0.0
5567,8z57TrkJDD,201911.0,20191130.0,617.0,573.0,573.0,617.0,699.0,699.0,D,0.0
5568,f7bLaJNcRD,201904.0,20190430.0,692.0,692.0,692.0,,,,E,0.0
5569,FIOS9IGPyz,201812.0,20181231.0,,,,,,,C1b,0.0
5570,nV8wfeQqM9,201810.0,20181031.0,,,,,,,C3,0.0
5571,68XEiw3AYs,202001.0,20200131.0,304.0,304.0,304.0,304.0,304.0,666.0,C1a,0.0
5572,ceP0ZsEq0F,201901.0,20190131.0,,,,,,,D,0.0
5573,qYMK3CCMDO,201810.0,20181031.0,,,,,,,E,0.0
5574,uhCc9hiX7g,201906.0,20190630.0,677.0,325.0,325.0,286.0,246.0,,D,0.0
5575,HhZfBLVJ2i,201906.0,20190630.0,869.0,869.0,869.0,869.0,869.0,,D,0.0
5576,hSlVDIzcxM,201903.0,20190331.0,718.0,638.0,,,,,E,0.0
5577,L4gbUCq6ZL,201904.0,20190430.0,351.0,310.0,612.0,,,,D,0.0
5578,oc9uiB3YuC,202003.0,20200331.0,728.0,516.0,381.0,338.0,338.0,262.0,E,0.0
5579,bfP1O2w0fs,201903.0,20190331.0,782.0,782.0,,,,,D,0.0
5580,eQiLJMu5zb,201902.0,20190228.0,491.0,,,,,,D,0.0
5581,DaGy9sshI4,201812.0,20181231.0,,,,,,,D,0.0
5582,tvkRPMNIgk,201906.0,20190630.0,842.0,816.0,816.0,816.0,842.0,,D,0.0
5583,x9TXuuhq8L,201810.0,20181031.0,,,,,,,C3,0.0
5584,aMyIShNNVn,201903.0,20190331.0,294.0,285.0,,,,,D,0.0
5585,jaoKpHNdzx,201908.0,20190831.0,517.0,382.0,455.0,592.0,592.0,592.0,D,0.0
5586,WPWqXWXPZS,201905.0,20190531.0,677.0,751.0,751.0,813.0,,,C3,0.0
5587,hBkfYjBEOx,201908.0,20190831.0,731.0,731.0,731.0,731.0,731.0,731.0,C2,0.0
5588,vGNXI1YJNn,201903.0,20190331.0,774.0,774.0,,,,,C3,0.0
5589,NUzPxCATRO,201907.0,20190731.0,625.0,625.0,625.0,743.0,400.0,395.0,E,0.0
5590,hPmmQYWSP9,201907.0,20190731.0,629.0,670.0,629.0,629.0,494.0,540.0,D,0.0
5591,ZmRDU4HGOj,201812.0,20181231.0,,,,,,,C3,0.0
5592,XpJDV81kSI,201910.0,20191031.0,473.0,464.0,464.0,154.0,584.0,584.0,C3,0.0
5593,7ZzVWJyRuQ,201810.0,20181031.0,,,,,,,D,0.0
5594,Pmawd6Kodh,201909.0,20190930.0,256.0,372.0,291.0,357.0,357.0,445.0,C3,0.0
5595,BCMTWIsuOr,201908.0,20190831.0,600.0,555.0,463.0,509.0,555.0,555.0,C3,0.0
5596,sVJbucDLB9,201912.0,20191231.0,521.0,521.0,521.0,521.0,521.0,521.0,C3,0.0
5597,4kMtQg2XKs,201902.0,20190228.0,787.0,,,,,,D,0.0
5598,T5AQRmCo1U,201808.0,20180831.0,,,,,,,C3,0.0
5599,j9gnBnPDv7,201906.0,20190630.0,835.0,835.0,835.0,835.0,835.0,,C3,0.0
5600,gXWuQm4o0Q,201812.0,20181231.0,,,,,,,D,0.0
5601,x7mzwtGm5f,201903.0,20190331.0,778.0,709.0,,,,,E,0.0
5602,A4Xqg1tkdR,201910.0,20191031.0,613.0,613.0,613.0,613.0,613.0,523.0,C3,0.0
5603,pP2law9aYf,201811.0,20181130.0,,,,,,,C3,0.0
5604,zGE774XvCM,201902.0,20190228.0,510.0,,,,,,C3,0.0
5605,hF0M77ULi8,201905.0,20190531.0,576.0,615.0,615.0,610.0,,,D,0.0
5606,peyFhfpSSA,201907.0,20190731.0,476.0,551.0,546.0,546.0,546.0,546.0,C3,0.0
5607,aVeNWgw1WG,201908.0,20190831.0,432.0,523.0,682.0,709.0,814.0,814.0,C2,0.0
5608,7xaI14SD0C,202003.0,20200331.0,460.0,640.0,640.0,681.0,681.0,681.0,E,0.0
5609,AB0qge194G,201811.0,20181130.0,,,,,,,C1b,0.0
5610,KZNcJZFSml,201903.0,20190331.0,590.0,590.0,,,,,D,0.0
5611,qkGuFAUW9i,201810.0,20181031.0,,,,,,,C3,0.0
5612,Tq7zyLr2sc,201808.0,20180831.0,,,,,,,D,0.0
5613,s0PLNbBl5n,201907.0,20190731.0,444.0,444.0,444.0,444.0,439.0,439.0,C3,0.0
5614,6UOsygwTN6,202003.0,20200331.0,444.0,444.0,444.0,444.0,315.0,315.0,D,0.0
5615,VxfPwIdBhl,201910.0,20191031.0,778.0,778.0,778.0,778.0,778.0,778.0,C3,0.0
5616,HkO0z2HF83,201912.0,20191231.0,701.0,619.0,619.0,687.0,687.0,687.0,C3,0.0
5617,9ucTNrlpUd,201912.0,20191231.0,447.0,447.0,403.0,398.0,505.0,550.0,E,0.0
5618,KyKhBjnXrv,202001.0,20200131.0,657.0,657.0,653.0,653.0,653.0,653.0,E,0.0
5619,nGYYCIpKDQ,201812.0,20181231.0,,,,,,,E,0.0
5620,BZkw2SFY3y,201902.0,20190228.0,567.0,,,,,,C3,0.0
5621,KPAlPaAPqh,202002.0,20200229.0,429.0,265.0,231.0,307.0,435.0,571.0,C3,0.0
5622,HKgYT1g7fm,201812.0,20181231.0,,,,,,,D,0.0
5623,ik6o1ArjZb,202001.0,20200131.0,726.0,726.0,726.0,726.0,726.0,726.0,E,0.0
5624,UOWaTAiyLb,201901.0,20190131.0,,,,,,,D,0.0
5625,39SufgO9vL,201808.0,20180831.0,,,,,,,D,0.0
5626,OyoTnfIsXA,201908.0,20190831.0,735.0,735.0,698.0,698.0,698.0,735.0,C3,0.0
5627,CXcw82jkpi,201809.0,20180930.0,,,,,,,D,0.0
5628,98xdOEoXgl,201909.0,20190930.0,509.0,509.0,509.0,555.0,555.0,555.0,C2,0.0
5629,b8DgFPAEoi,201810.0,20181031.0,,,,,,,C2,0.0
5630,RezXHiRzDE,201907.0,20190731.0,804.0,804.0,739.0,739.0,739.0,804.0,C3,0.0
5631,ZnZpxySn8c,201912.0,20191231.0,754.0,680.0,680.0,596.0,680.0,680.0,E,0.0
5632,RtMl0mA4Vt,201809.0,20180930.0,,,,,,,E,0.0
5633,wpEP7LPM4a,202002.0,20200229.0,679.0,679.0,679.0,679.0,679.0,729.0,C3,0.0
5634,kLKfZClna4,201911.0,20191130.0,677.0,716.0,716.0,635.0,635.0,635.0,D,0.0
5635,x6IAKJkmvX,201811.0,20181130.0,,,,,,,D,0.0
5636,Z2VirYj2fv,201810.0,20181031.0,,,,,,,E,0.0
5637,FIYUDdUQyV,201811.0,20181130.0,,,,,,,C3,0.0
5638,EGApWvIJht,202003.0,20200331.0,768.0,768.0,768.0,768.0,764.0,764.0,D,0.0
5639,C35De2NZ2j,201812.0,20181231.0,,,,,,,C3,0.0
5640,cspbdhgJfT,201808.0,20180831.0,,,,,,,D,0.0
5641,0gXTHNajsY,201904.0,20190430.0,605.0,605.0,560.0,,,,D,0.0
5642,qGQ2haRth4,201902.0,20190228.0,679.0,,,,,,E,0.0
5643,QzaQLmMJCB,201810.0,20181031.0,,,,,,,C3,0.0
5644,pLglfleqZL,202001.0,20200131.0,707.0,582.0,578.0,533.0,313.0,112.0,AB,0.0
5645,nPlbLtjaVn,201808.0,20180831.0,,,,,,,C2,0.0
5646,3sosLLhhyw,201811.0,20181130.0,,,,,,,C3,0.0
5647,3k8SUGFu9m,202002.0,20200229.0,458.0,369.0,499.0,544.0,453.0,603.0,D,0.0
5648,oSaw3Xo0yF,201812.0,20181231.0,,,,,,,D,0.0
5649,ZrNzTxwWC9,201908.0,20190831.0,778.0,778.0,778.0,778.0,778.0,778.0,C3,0.0
5650,IpnkJ1XSnq,201911.0,20191130.0,719.0,816.0,816.0,816.0,816.0,816.0,D,0.0
5651,Q9tKKjzJWZ,201905.0,20190531.0,752.0,752.0,752.0,752.0,,,D,0.0
5652,RttPV3sqAA,201904.0,20190430.0,775.0,705.0,623.0,,,,D,0.0
5653,jpPkHeKj0J,201909.0,20190930.0,515.0,424.0,424.0,469.0,337.0,123.0,C2,0.0
5654,lDV6TftIhC,201905.0,20190531.0,735.0,735.0,653.0,653.0,,,D,0.0
5655,UIUfM7xi1C,201911.0,20191130.0,364.0,453.0,530.0,530.0,530.0,438.0,D,0.0
5656,NdHg9vu0C8,201901.0,20190131.0,,,,,,,D,0.0
5657,e32ZThDQCc,201809.0,20180930.0,,,,,,,E,0.0
5658,WzQZPdtars,201906.0,20190630.0,486.0,486.0,486.0,486.0,486.0,,C2,0.0
5659,V8ttxRGtCo,201911.0,20191130.0,726.0,726.0,726.0,726.0,726.0,726.0,E,0.0
5660,8D22SnTbgP,201906.0,20190630.0,594.0,718.0,718.0,718.0,714.0,,D,0.0
5661,AfQihcLQWk,201912.0,20191231.0,429.0,186.0,342.0,513.0,377.0,69.0,E,0.0
5662,0YE8f99y2g,201908.0,20190831.0,384.0,474.0,560.0,689.0,689.0,689.0,D,0.0
5663,c1ZdAiflf1,201903.0,20190331.0,149.0,434.0,,,,,C2,0.0
5664,0HaTJj9wyV,201810.0,20181031.0,,,,,,,C1a,0.0
5665,qGhEusSZee,201909.0,20190930.0,544.0,544.0,403.0,403.0,161.0,539.0,C3,0.0
5666,Gla2MFaRBi,201912.0,20191231.0,552.0,547.0,236.0,520.0,456.0,455.0,D,0.0
5667,LoBRJWTohZ,201901.0,20190131.0,,,,,,,C2,0.0
5668,xdvN9f1XP8,201912.0,20191231.0,590.0,675.0,675.0,675.0,675.0,499.0,E,0.0
5669,OHsRSvC9DC,202003.0,20200331.0,698.0,571.0,571.0,571.0,616.0,567.0,E,0.0
5670,F6r0run48e,201912.0,20191231.0,759.0,759.0,759.0,759.0,759.0,759.0,C3,0.0
5671,i1RisUSDPI,201810.0,20181031.0,,,,,,,C2,0.0
5672,VbQdGfVuv1,201904.0,20190430.0,488.0,623.0,623.0,,,,E,0.0
5673,JHf16xaRLT,201811.0,20181130.0,,,,,,,D,0.0
5674,J5NLICILWs,201809.0,20180930.0,,,,,,,C3,0.0
5675,Wed3TYBTbI,201908.0,20190831.0,213.0,213.0,128.0,213.0,128.0,92.0,C2,0.0
5676,TkKzEBJLQ8,201811.0,20181130.0,,,,,,,C3,0.0
5677,PlkMTB32Az,201912.0,20191231.0,745.0,778.0,778.0,778.0,778.0,778.0,D,0.0
5678,90CpWXQVB1,201807.0,20180731.0,,,,,,,D,0.0
5679,1yegcuDVDE,201909.0,20190930.0,670.0,50.0,50.0,670.0,670.0,670.0,C3,0.0
5680,oeWKscvtz6,201810.0,20181031.0,,,,,,,D,0.0
5681,DysuOW55Gt,201910.0,20191031.0,750.0,714.0,714.0,714.0,750.0,750.0,D,0.0
5682,leHfn1V7fe,201812.0,20181231.0,,,,,,,D,0.0
5683,8jMJVQFMxu,202003.0,20200331.0,478.0,569.0,656.0,656.0,656.0,768.0,E,0.0
5684,siDxlvtohI,201905.0,20190531.0,758.0,758.0,758.0,758.0,,,E,0.0
5685,xnZVoni1B6,201902.0,20190228.0,540.0,,,,,,E,0.0
5686,XH5PRchnGL,202002.0,20200229.0,458.0,413.0,458.0,504.0,504.0,407.0,D,0.0
5687,ZsHbkxINcy,201901.0,20190131.0,,,,,,,E,0.0
5688,I2TRqB7cUB,201807.0,20180731.0,,,,,,,C3,0.0
5689,79CvkfFISz,201812.0,20181231.0,,,,,,,E,0.0
5690,K2sx3Fg2Xr,201906.0,20190630.0,646.0,646.0,725.0,725.0,725.0,,E,0.0
5691,zotE3fxImo,201902.0,20190228.0,804.0,,,,,,C2,0.0
5692,qQqvnmyZ89,201908.0,20190831.0,338.0,515.0,648.0,648.0,605.0,605.0,E,0.0
5693,HntVY3Zq6n,201909.0,20190930.0,233.0,430.0,386.0,505.0,505.0,371.0,C3,0.0
5694,L5NToMUnPj,202002.0,20200229.0,554.0,599.0,683.0,683.0,463.0,463.0,C3,0.0
5695,561uF9fZ0l,201909.0,20190930.0,472.0,382.0,382.0,691.0,763.0,763.0,D,0.0
5696,nH300TKRpO,201807.0,20180731.0,,,,,,,D,0.0
5697,5p9EIG1BRP,201903.0,20190331.0,243.0,253.0,,,,,D,0.0
5698,EPct5ftljM,201812.0,20181231.0,,,,,,,E,0.0
5699,yDlBDojkru,201905.0,20190531.0,724.0,724.0,511.0,420.0,,,C3,0.0
5700,rKZZoeYym2,201907.0,20190731.0,710.0,746.0,494.0,494.0,448.0,671.0,C2,0.0
5701,gYQRrKHZiE,201807.0,20180731.0,,,,,,,C1b,0.0
5702,azKU4sGRv3,201904.0,20190430.0,722.0,757.0,722.0,,,,D,0.0
5703,dwtjtt5job,201902.0,20190228.0,505.0,,,,,,C3,0.0
5704,1pbPGmiUBV,201810.0,20181031.0,,,,,,,D,0.0
5705,LuDunpOYYC,201906.0,20190630.0,660.0,617.0,617.0,617.0,699.0,,C1b,0.0
5706,S9Erx2cPq6,201911.0,20191130.0,501.0,501.0,547.0,677.0,501.0,455.0,D,0.0
5707,VUXxXhwiDD,201902.0,20190228.0,760.0,,,,,,Z,0.0
5708,dgH6fNsRck,201807.0,20180731.0,,,,,,,E,0.0
5709,L8dNO9eZjw,201905.0,20190531.0,670.0,585.0,670.0,629.0,,,D,0.0
5710,YqK7bsmi8X,201807.0,20180731.0,,,,,,,D,0.0
5711,ReklcKTSt8,201912.0,20191231.0,224.0,221.0,191.0,221.0,289.0,328.0,C1b,0.0
5712,QCTq4WWQI8,201812.0,20181231.0,,,,,,,C3,0.0
5713,wUBmrQqsHm,201905.0,20190531.0,720.0,720.0,720.0,720.0,,,C3,0.0
5714,XKC7AUMt70,202002.0,20200229.0,670.0,670.0,670.0,670.0,666.0,666.0,E,0.0
5715,ntt0QrhCpn,201807.0,20180731.0,,,,,,,C3,0.0
5716,iSvRgh2l2a,201809.0,20180930.0,,,,,,,C3,0.0
5717,wcsDwUH4pZ,201809.0,20180930.0,,,,,,,D,0.0
5718,PSzFRq43yC,201909.0,20190930.0,765.0,824.0,796.0,765.0,684.0,757.0,AB,0.0
5719,tLcUzmyS4L,202002.0,20200229.0,460.0,460.0,460.0,506.0,506.0,506.0,C3,0.0
5720,rjSlCIMTeh,201904.0,20190430.0,670.0,670.0,670.0,,,,C2,0.0
5721,fygVVvYtgw,201811.0,20181130.0,,,,,,,C3,0.0
5722,niv55TCzlO,201809.0,20180930.0,,,,,,,D,0.0
5723,JfQOtiyCOk,201907.0,20190731.0,747.0,828.0,825.0,825.0,825.0,825.0,C1b,0.0
5724,aV53OPh1Vi,201901.0,20190131.0,,,,,,,AB,0.0
5725,hs0DWe0W6h,201903.0,20190331.0,546.0,546.0,,,,,D,0.0
5726,G8lXwXRcm9,201810.0,20181031.0,,,,,,,C3,0.0
5727,jHQlAbg8zY,201902.0,20190228.0,569.0,,,,,,C3,0.0
5728,vGCeReGFzW,201905.0,20190531.0,648.0,761.0,761.0,761.0,,,C3,0.0
5729,9qDxvqTbTb,201904.0,20190430.0,700.0,700.0,661.0,,,,E,0.0
5730,wxUMMsqYbS,201807.0,20180731.0,,,,,,,D,0.0
5731,9eb98AnEVW,201908.0,20190831.0,739.0,739.0,739.0,739.0,739.0,739.0,D,0.0
5732,UGjJHr7ICi,201812.0,20181231.0,,,,,,,C2,0.0
5733,S4TgsiFB3j,202002.0,20200229.0,750.0,750.0,675.0,545.0,545.0,545.0,C1b,0.0
5734,SUAQPyT4vW,201909.0,20190930.0,798.0,798.0,798.0,798.0,795.0,795.0,C3,0.0
5735,PqfX64qh1R,201912.0,20191231.0,842.0,842.0,719.0,639.0,639.0,787.0,C3,0.0
5736,BesNwykaFn,201808.0,20180831.0,,,,,,,C3,0.0
5737,nuZnAxCaHP,201909.0,20190930.0,551.0,639.0,639.0,639.0,639.0,639.0,D,0.0
5738,pMJuyiAMm6,201905.0,20190531.0,465.0,685.0,685.0,685.0,,,C3,0.0
5739,cKs5nB3QWz,201807.0,20180731.0,,,,,,,C3,0.0
5740,77FA9KAl5f,201902.0,20190228.0,648.0,,,,,,D,0.0
5741,PzrEjz4X1n,201810.0,20181031.0,,,,,,,C2,0.0
5742,NdfD9cBOUl,201912.0,20191231.0,497.0,497.0,497.0,309.0,543.0,543.0,C3,0.0
5743,Y9QXaOXxJY,201808.0,20180831.0,,,,,,,C2,0.0
5744,EJnjezqSA0,201902.0,20190228.0,822.0,,,,,,C2,0.0
5745,hI7rjH3e9r,201904.0,20190430.0,685.0,724.0,602.0,,,,C2,0.0
5746,UkFFyglkuK,201810.0,20181031.0,,,,,,,E,0.0
5747,J1V05cL8iQ,201807.0,20180731.0,,,,,,,D,0.0
5748,fsPKZ3rjvC,202003.0,20200331.0,564.0,340.0,383.0,383.0,203.0,175.0,C3,0.0
5749,0HZHnRuOyt,201907.0,20190731.0,301.0,384.0,341.0,341.0,301.0,341.0,C3,0.0
5750,rR5vqAdE8e,201903.0,20190331.0,754.0,718.0,,,,,C3,0.0
5751,ykoCZP06e3,201909.0,20190930.0,374.0,418.0,599.0,599.0,599.0,458.0,D,0.0
5752,xhNXGMjmXr,201807.0,20180731.0,,,,,,,C1a,0.0
5753,ti2qj7bcN0,201904.0,20190430.0,829.0,737.0,737.0,,,,C3,0.0
5754,VuZvCVpcIu,201810.0,20181031.0,,,,,,,D,0.0
5755,IcDdShBiaJ,201809.0,20180930.0,,,,,,,D,0.0
5756,dU0GnQ2X7R,201909.0,20190930.0,234.0,302.0,302.0,302.0,300.0,300.0,C1b,0.0
5757,bAz6OwfzvW,201912.0,20191231.0,596.0,596.0,596.0,506.0,501.0,501.0,C2,0.0
5758,YTmySGNnQU,201811.0,20181130.0,,,,,,,D,0.0
5759,uw43kGN7sG,201910.0,20191031.0,415.0,415.0,506.0,410.0,366.0,410.0,D,0.0
5760,mSUVaAKuIB,201812.0,20181231.0,,,,,,,E,0.0
5761,4ei1qro1gz,201902.0,20190228.0,278.0,,,,,,D,0.0
5762,AkPN2ulXLD,201912.0,20191231.0,244.0,255.0,255.0,157.0,359.0,359.0,C1b,0.0
5763,bYWLVWRJF7,201901.0,20190131.0,,,,,,,E,0.0
5764,ZR9p23hmxY,201910.0,20191031.0,654.0,654.0,824.0,824.0,864.0,863.0,C1a,0.0
5765,xrUm5trgav,201809.0,20180930.0,,,,,,,C3,0.0
5766,1G3y9rEyta,201911.0,20191130.0,260.0,260.0,266.0,566.0,566.0,610.0,C3,0.0
5767,srHSw7GZUq,201912.0,20191231.0,4.0,2.0,1.0,9.0,61.0,177.0,C2,0.0
5768,87lojbTFg9,201903.0,20190331.0,703.0,740.0,,,,,C1a,0.0
5769,Zr5GnGh4Do,202002.0,20200229.0,271.0,176.0,236.0,236.0,204.0,204.0,C1b,0.0
5770,iSq2h3ljtX,201812.0,20181231.0,,,,,,,D,0.0
5771,Snp3yw3fyG,201908.0,20190831.0,724.0,724.0,720.0,720.0,720.0,720.0,C3,0.0
5772,UmjPfb5EA7,201909.0,20190930.0,693.0,765.0,730.0,730.0,730.0,764.0,C1b,0.0
5773,SeZ3dTZM5D,201811.0,20181130.0,,,,,,,D,0.0
5774,6IAsyxGeiD,201809.0,20180930.0,,,,,,,C2,0.0
5775,ZihEwd0o1k,202001.0,20200131.0,682.0,682.0,682.0,682.0,682.0,682.0,D,0.0
5776,ZQ5BrwR8kB,201807.0,20180731.0,,,,,,,D,0.0
5777,aFtK7jJd5N,201912.0,20191231.0,690.0,690.0,690.0,606.0,606.0,606.0,D,0.0
5778,dxDEgDNIgM,201906.0,20190630.0,496.0,496.0,450.0,496.0,496.0,,C3,0.0
5779,fG6ExQKJtk,202002.0,20200229.0,652.0,652.0,648.0,648.0,648.0,648.0,D,0.0
5780,9kAMPPRQyX,201903.0,20190331.0,534.0,623.0,,,,,D,0.0
