,rut,periodo,archive,predictor1_7,predictor1_8,predictor1_9,predictor1_10,predictor1_11,predictor1_12,ignite_ise,ind_compra_paga
1052,msJGcufXWA,201808.0,20180831.0,,,,,,,E,0.0
1053,3mQ7fvN0uU,201905.0,20190531.0,740.0,740.0,736.0,801.0,,,C1b,0.0
1054,9JZdDkiyf4,201811.0,20181130.0,,,,,,,D,0.0
1055,FkSnp6ispt,201909.0,20190930.0,775.0,775.0,775.0,665.0,665.0,665.0,E,0.0
1056,4DkgZHbQet,202001.0,20200131.0,288.0,550.0,413.0,413.0,284.0,248.0,E,0.0
1057,Hj305XQXrL,201902.0,20190228.0,470.0,,,,,,D,0.0
1058,4Pps7LmpWC,201808.0,20180831.0,,,,,,,D,0.0
1059,JlcV5LvWMN,201909.0,20190930.0,614.0,614.0,614.0,569.0,569.0,565.0,D,0.0
1060,TFFRVNmOWb,201910.0,20191031.0,735.0,735.0,735.0,653.0,633.0,544.0,E,0.0
1061,KdNYMwIor7,202002.0,20200229.0,759.0,759.0,686.0,686.0,686.0,759.0,C3,0.0
1062,OWvRSBipdJ,201812.0,20181231.0,,,,,,,D,0.0
1063,SGPohtzGfn,201807.0,20180731.0,,,,,,,C1b,0.0
1064,Ry546AsIqF,201810.0,20181031.0,,,,,,,C3,0.0
1065,eBP2UTRI7R,202002.0,20200229.0,445.0,316.0,316.0,273.0,395.0,311.0,C1b,0.0
1066,3dra9o68UM,201810.0,20181031.0,,,,,,,E,0.0
1067,8t9E04WyTv,201903.0,20190331.0,707.0,744.0,,,,,D,0.0
1068,jJyKZslXoU,201907.0,20190731.0,685.0,724.0,724.0,724.0,724.0,724.0,C3,0.0
1069,OXsJ299VEo,201810.0,20181031.0,,,,,,,D,0.0
1070,Y02cd6Lznu,201905.0,20190531.0,734.0,734.0,734.0,734.0,,,E,0.0
1071,AGKTKqvp81,201909.0,20190930.0,752.0,622.0,748.0,618.0,618.0,618.0,D,0.0
1072,DZWO18Cfah,201812.0,20181231.0,,,,,,,C3,0.0
1073,fhWSIT0qlu,201808.0,20180831.0,,,,,,,D,0.0
1074,NH25WgMcns,201906.0,20190630.0,786.0,786.0,782.0,782.0,782.0,,D,0.0
1075,aZycMjCsQO,201809.0,20180930.0,,,,,,,E,0.0
1076,mmhY4VZzAe,201810.0,20181031.0,,,,,,,E,0.0
1077,2NsG4pMX14,201908.0,20190831.0,633.0,589.0,633.0,633.0,633.0,750.0,C3,0.0
1078,Ub7UE8nZfH,201904.0,20190430.0,520.0,428.0,610.0,,,,D,0.0
1079,6iT6V4ajO0,201807.0,20180731.0,,,,,,,D,0.0
1080,ObkpNqGEjk,202001.0,20200131.0,648.0,648.0,605.0,605.0,605.0,648.0,E,0.0
1081,rf2ZPrLetC,201807.0,20180731.0,,,,,,,D,0.0
1082,Wp8xXxqyGe,201912.0,20191231.0,566.0,566.0,610.0,566.0,410.0,325.0,C1a,0.0
1083,rKlzIuu0Fa,201810.0,20181031.0,,,,,,,E,0.0
1084,CsI1064HKA,201808.0,20180831.0,,,,,,,D,0.0
1085,D5hYPHgUiZ,201909.0,20190930.0,420.0,415.0,506.0,720.0,720.0,720.0,D,0.0
1086,lzhJ9C9IbC,201905.0,20190531.0,208.0,27.0,56.0,56.0,,,C2,0.0
1087,1zk5SJbZAc,201901.0,20190131.0,,,,,,,C1a,0.0
1088,RhzDRrmCpw,201901.0,20190131.0,,,,,,,D,0.0
1089,YlrpashNzN,201909.0,20190930.0,711.0,743.0,743.0,743.0,706.0,706.0,E,0.0
1090,QKexlmiTWY,201908.0,20190831.0,733.0,733.0,733.0,733.0,733.0,733.0,D,0.0
1091,uhKq7pyzem,201812.0,20181231.0,,,,,,,C2,0.0
1092,B6Flhgz9Fo,201907.0,20190731.0,690.0,685.0,685.0,601.0,601.0,601.0,E,0.0
1093,ghvdiCT7Bi,201901.0,20190131.0,,,,,,,D,0.0
1094,gdOGb7rsDS,201910.0,20191031.0,664.0,577.0,577.0,470.0,354.0,354.0,D,0.0
1095,B9TIf3pLe0,201901.0,20190131.0,,,,,,,C3,0.0
1096,pvOTyT6Ntg,201811.0,20181130.0,,,,,,,C2,0.0
1097,N1rnnUV0yF,201909.0,20190930.0,538.0,627.0,538.0,492.0,492.0,578.0,C1a,0.0
1098,GWN5E2jnXD,201807.0,20180731.0,,,,,,,D,0.0
1099,mKHKOZhciv,201904.0,20190430.0,272.0,350.0,438.0,,,,D,0.0
1100,Bxh4O3qY5f,201808.0,20180831.0,,,,,,,D,0.0
1101,KTxP47YSGo,201807.0,20180731.0,,,,,,,C1b,0.0
1102,dvalnZaoEZ,201811.0,20181130.0,,,,,,,D,0.0
1103,9fyKieOvod,201807.0,20180731.0,,,,,,,C2,0.0
1104,GsIWIgVf91,201903.0,20190331.0,419.0,596.0,,,,,C1a,0.0
1105,AALOVBIT52,201912.0,20191231.0,603.0,736.0,646.0,712.0,712.0,820.0,D,0.0
1106,fXTlZak6s4,201912.0,20191231.0,563.0,563.0,339.0,426.0,426.0,650.0,E,0.0
1107,sn1hu1G4V8,201812.0,20181231.0,,,,,,,C2,0.0
1108,nS7uRRAIbO,201807.0,20180731.0,,,,,,,E,0.0
1109,67eZibuzS6,201809.0,20180930.0,,,,,,,D,0.0
1110,GPgSMFDEd6,201811.0,20181130.0,,,,,,,E,0.0
1111,IlkFm9lWTc,201907.0,20190731.0,186.0,430.0,475.0,475.0,470.0,212.0,C3,0.0
1112,zm3FfZ8cT9,201904.0,20190430.0,807.0,807.0,834.0,,,,D,0.0
1113,VGtY4m6M78,201904.0,20190430.0,691.0,764.0,823.0,,,,C3,0.0
1114,S3H694dDOi,201811.0,20181130.0,,,,,,,D,0.0
1115,AnV5DcEzCe,201909.0,20190930.0,724.0,724.0,724.0,724.0,724.0,724.0,D,0.0
1116,WYqbxETKxH,201812.0,20181231.0,,,,,,,C3,0.0
1117,QbpHJxXgYb,201911.0,20191130.0,340.0,340.0,577.0,572.0,481.0,481.0,D,0.0
1118,1w2NJzOOSo,201809.0,20180930.0,,,,,,,D,0.0
1119,IiVVHYU45L,201910.0,20191031.0,463.0,613.0,608.0,608.0,263.0,263.0,C3,0.0
1120,GvG0LGyoKW,201905.0,20190531.0,801.0,801.0,736.0,736.0,,,C1b,0.0
1121,4HjMdkZjWz,201904.0,20190430.0,675.0,675.0,675.0,,,,D,0.0
1122,IQQ5DKGP09,202003.0,20200331.0,580.0,489.0,602.0,484.0,686.0,686.0,C3,0.0
1123,ssRsrlZQXy,201903.0,20190331.0,688.0,688.0,,,,,C3,0.0
1124,zcOAPvzDLu,201906.0,20190630.0,439.0,439.0,352.0,576.0,571.0,,C3,0.0
1125,g2seu4ULv1,201902.0,20190228.0,716.0,,,,,,C3,0.0
1126,jhD2LdWUSM,201911.0,20191130.0,365.0,590.0,633.0,633.0,633.0,453.0,D,0.0
1127,2O16Gb6lna,201809.0,20180930.0,,,,,,,D,0.0
1128,A4tfYPnsFL,201907.0,20190731.0,546.0,546.0,486.0,635.0,715.0,715.0,D,0.0
1129,GHfDeChD6N,201904.0,20190430.0,644.0,644.0,644.0,,,,E,0.0
1130,nc4r7yR5bw,201910.0,20191031.0,646.0,800.0,800.0,800.0,800.0,800.0,C3,0.0
1131,E3dvhyGzGT,201809.0,20180930.0,,,,,,,C3,0.0
1132,yP8QrG2Za9,202001.0,20200131.0,615.0,525.0,346.0,389.0,389.0,434.0,E,0.0
1133,YPDe5dWUuN,201807.0,20180731.0,,,,,,,E,0.0
1134,uuR6PBtkHH,201903.0,20190331.0,580.0,580.0,,,,,C3,0.0
1135,PDKZlxlApp,201903.0,20190331.0,760.0,760.0,,,,,C2,0.0
1136,qNuWOnsmcl,201903.0,20190331.0,623.0,623.0,,,,,C3,0.0
1137,yI5TKDazu3,201906.0,20190630.0,364.0,323.0,323.0,323.0,364.0,,C1b,0.0
1138,wxEktIzE6r,202001.0,20200131.0,728.0,606.0,606.0,455.0,587.0,587.0,E,0.0
1139,qpcG8uJF9E,201807.0,20180731.0,,,,,,,C3,0.0
1140,1YElO7x4GN,201911.0,20191130.0,489.0,489.0,544.0,544.0,544.0,589.0,C1a,0.0
1141,ed3TboIpkV,201810.0,20181031.0,,,,,,,E,0.0
1142,ENQnl5RWhd,201810.0,20181031.0,,,,,,,D,0.0
1143,e8UfLAN2xW,201911.0,20191130.0,866.0,866.0,866.0,866.0,866.0,818.0,D,0.0
1144,qR6fGMpTmc,201908.0,20190831.0,506.0,552.0,552.0,552.0,552.0,681.0,E,0.0
1145,Zo6Wg8Aipl,201906.0,20190630.0,274.0,179.0,308.0,93.0,129.0,,D,0.0
1146,sjz3ATdcwl,201912.0,20191231.0,577.0,486.0,396.0,396.0,396.0,440.0,C3,0.0
1147,tPNZjjbiov,201904.0,20190430.0,633.0,633.0,713.0,,,,D,0.0
1148,PXtqn2TjfL,201812.0,20181231.0,,,,,,,D,0.0
1149,OvPsBDdjuZ,202002.0,20200229.0,482.0,528.0,573.0,573.0,573.0,672.0,C2,0.0
1150,3ZOOenwZcM,201808.0,20180831.0,,,,,,,C2,0.0
1151,dgCthJyOx6,201809.0,20180930.0,,,,,,,E,0.0
1152,U6EXKBI4iM,202003.0,20200331.0,504.0,504.0,504.0,550.0,550.0,550.0,D,0.0
1153,ieZM4LAxh6,201812.0,20181231.0,,,,,,,E,0.0
1154,EvMa22w7OO,201905.0,20190531.0,710.0,710.0,710.0,746.0,,,D,0.0
1155,m5yG4JrUOZ,201811.0,20181130.0,,,,,,,C3,0.0
1156,m5UhvADx9O,201807.0,20180731.0,,,,,,,D,0.0
1157,GPdi50qIsS,201811.0,20181130.0,,,,,,,C2,0.0
1158,H1JDmeoY2v,201909.0,20190930.0,764.0,760.0,760.0,760.0,760.0,760.0,D,0.0
1159,LMLt9i9ZQw,201901.0,20190131.0,,,,,,,D,0.0
1160,noVSiVLnwF,201808.0,20180831.0,,,,,,,E,0.0
1161,8r8ECyzUK0,201810.0,20181031.0,,,,,,,C2,0.0
1162,4mHsNm78yQ,201911.0,20191130.0,724.0,685.0,685.0,685.0,724.0,724.0,D,0.0
1163,6CPWxjbLpI,201901.0,20190131.0,,,,,,,E,0.0
1164,3Qolba3rTf,201908.0,20190831.0,575.0,575.0,575.0,619.0,619.0,614.0,D,0.0
1165,NoG95VJPTt,201812.0,20181231.0,,,,,,,D,0.0
1166,wiSGwEdEk8,202002.0,20200229.0,785.0,717.0,717.0,716.0,716.0,822.0,C1a,0.0
1167,ukbebjxtji,201811.0,20181130.0,,,,,,,C3,0.0
1168,vgmXCSEzlG,201904.0,20190430.0,692.0,692.0,692.0,,,,D,0.0
1169,YNNyEXLQDA,201908.0,20190831.0,375.0,294.0,370.0,220.0,329.0,329.0,E,0.0
1170,jOCm2wMvg2,202001.0,20200131.0,461.0,461.0,367.0,367.0,367.0,367.0,D,0.0
1171,eM089Vaobr,201908.0,20190831.0,544.0,544.0,452.0,447.0,447.0,403.0,C2,0.0
1172,FXVxhXw3l5,201903.0,20190331.0,766.0,694.0,,,,,C3,0.0
1173,ZEq22U6HcF,201905.0,20190531.0,335.0,335.0,372.0,507.0,,,E,0.0
1174,a4dk6o3K2l,201808.0,20180831.0,,,,,,,D,0.0
1175,u9gVMlX3sB,201906.0,20190630.0,501.0,501.0,410.0,450.0,450.0,,C3,0.0
1176,nskhCyKCfX,201905.0,20190531.0,665.0,623.0,623.0,623.0,,,D,0.0
1177,JxRl1jZPLk,201807.0,20180731.0,,,,,,,D,0.0
1178,i6bIP3ofzm,201912.0,20191231.0,798.0,798.0,798.0,798.0,798.0,798.0,D,0.0
1179,10ifaCZ8hp,201901.0,20190131.0,,,,,,,D,0.0
1180,pXE8sBYQWp,201912.0,20191231.0,612.0,612.0,612.0,612.0,612.0,612.0,C2,0.0
1181,1OL00rmSWh,201811.0,20181130.0,,,,,,,D,0.0
1182,Qf2oUJHi6H,201910.0,20191031.0,516.0,591.0,782.0,782.0,829.0,829.0,C2,0.0
1183,jGLAQFP1S5,201907.0,20190731.0,460.0,460.0,460.0,720.0,720.0,720.0,E,0.0
1184,65vKv2pVCU,201907.0,20190731.0,499.0,408.0,367.0,367.0,456.0,456.0,C2,0.0
1185,EKLwKO7SIx,201906.0,20190630.0,405.0,556.0,56.0,17.0,17.0,,C3,0.0
1186,Ueu59YuhDr,201911.0,20191130.0,476.0,476.0,552.0,754.0,754.0,805.0,C3,0.0
1187,O1HZSmE0EI,201909.0,20190930.0,681.0,640.0,640.0,640.0,640.0,640.0,D,0.0
1188,ZH771UYNxX,201908.0,20190831.0,690.0,724.0,724.0,724.0,724.0,724.0,D,0.0
1189,HNipwoAgB9,201907.0,20190731.0,844.0,844.0,844.0,790.0,419.0,333.0,D,0.0
1190,gq1ZECTE2R,201910.0,20191031.0,639.0,639.0,639.0,550.0,550.0,550.0,D,0.0
1191,NX4eAhO85A,202001.0,20200131.0,634.0,590.0,500.0,500.0,409.0,500.0,E,0.0
1192,epkh2heYrI,201909.0,20190930.0,826.0,826.0,763.0,763.0,763.0,823.0,D,0.0
1193,R6n1AqWwk1,201907.0,20190731.0,649.0,728.0,556.0,601.0,601.0,758.0,C3,0.0
1194,PYaILmUgxf,201903.0,20190331.0,633.0,494.0,,,,,C2,0.0
1195,cndiefcHCS,201908.0,20190831.0,519.0,652.0,761.0,761.0,761.0,761.0,C3,0.0
1196,R7DCPF4Rw9,202001.0,20200131.0,239.0,396.0,440.0,577.0,486.0,701.0,E,0.0
1197,i6RGQM6Zyx,201811.0,20181130.0,,,,,,,E,0.0
1198,aESSnu9fyc,201911.0,20191130.0,268.0,268.0,477.0,694.0,694.0,754.0,C3,0.0
1199,46gi2LfHcL,202002.0,20200229.0,730.0,730.0,652.0,473.0,473.0,428.0,C1a,0.0
1200,tF6uwTADTZ,201807.0,20180731.0,,,,,,,E,0.0
1201,wKlTYKwbu3,201902.0,20190228.0,530.0,,,,,,E,0.0
1202,iaOsHoMpCq,201812.0,20181231.0,,,,,,,D,0.0
1203,oKOtDUvygZ,201807.0,20180731.0,,,,,,,C2,0.0
1204,6Y5r7Mol4j,201812.0,20181231.0,,,,,,,C3,0.0
1205,78UQuCv4K6,201912.0,20191231.0,555.0,374.0,374.0,374.0,555.0,509.0,D,0.0
1206,JS401HEcT0,201907.0,20190731.0,531.0,311.0,273.0,352.0,663.0,735.0,D,0.0
1207,pwI8gzK0lD,202003.0,20200331.0,576.0,576.0,662.0,620.0,576.0,439.0,D,0.0
1208,0eylEq6Xpb,201912.0,20191231.0,709.0,709.0,709.0,788.0,788.0,785.0,C2,0.0
1209,plR289KPTi,201912.0,20191231.0,567.0,567.0,567.0,567.0,522.0,522.0,D,0.0
1210,JJWqXKYEam,201902.0,20190228.0,592.0,,,,,,D,0.0
1211,cZVLR2y0Dc,201912.0,20191231.0,719.0,590.0,590.0,634.0,675.0,675.0,D,0.0
1212,3TRe8yjPYO,201810.0,20181031.0,,,,,,,D,0.0
1213,CAQ51mLeNJ,202003.0,20200331.0,474.0,610.0,610.0,520.0,342.0,301.0,D,0.0
1214,SA9o4JpfE1,201909.0,20190930.0,419.0,657.0,433.0,293.0,346.0,419.0,D,0.0
1215,hbJJTJfMdb,201906.0,20190630.0,93.0,130.0,206.0,575.0,575.0,,D,0.0
1216,oZvilLCYlM,201812.0,20181231.0,,,,,,,E,0.0
1217,eldiztzbYG,201901.0,20190131.0,,,,,,,E,0.0
1218,nxNVrxggz3,201812.0,20181231.0,,,,,,,C1b,0.0
1219,7WDcwAB7tJ,201809.0,20180930.0,,,,,,,C3,0.0
1220,hGQ8qXnwZ8,201811.0,20181130.0,,,,,,,E,0.0
1221,6uf0R6rZ8J,201906.0,20190630.0,287.0,457.0,717.0,593.0,548.0,,E,0.0
1222,uP5QI4v8T2,201812.0,20181231.0,,,,,,,D,0.0
1223,jGdutLhol3,201909.0,20190930.0,290.0,503.0,498.0,573.0,573.0,416.0,C3,0.0
1224,242zXltERZ,201912.0,20191231.0,491.0,491.0,491.0,491.0,705.0,705.0,C3,0.0
1225,Vo09nfpP90,201908.0,20190831.0,410.0,217.0,217.0,410.0,592.0,547.0,D,0.0
1226,15o5YOMsPv,201901.0,20190131.0,,,,,,,D,0.0
1227,hyrlqBCfHz,201811.0,20181130.0,,,,,,,D,0.0
1228,13Oc2tbZ19,201906.0,20190630.0,760.0,760.0,760.0,760.0,760.0,,C3,0.0
1229,EchZ6Kw2ML,201809.0,20180930.0,,,,,,,E,0.0
1230,eeUyZIONGF,201901.0,20190131.0,,,,,,,D,0.0
1231,8JM2PUepza,201808.0,20180831.0,,,,,,,D,0.0
1232,0TA4wG2uAE,201810.0,20181031.0,,,,,,,C3,0.0
1233,oX4ZN38rNP,201903.0,20190331.0,696.0,696.0,,,,,C3,0.0
1234,nvlBOzDlYa,201908.0,20190831.0,501.0,501.0,592.0,716.0,716.0,716.0,D,0.0
1235,36YD7Ii7sg,201811.0,20181130.0,,,,,,,C3,0.0
1236,VlSz85MuDz,202002.0,20200229.0,592.0,592.0,592.0,592.0,592.0,547.0,D,0.0
1237,bQbu3TDrfS,201901.0,20190131.0,,,,,,,D,0.0
1238,IhLRxVm0uf,201812.0,20181231.0,,,,,,,D,0.0
1239,Hq1sc2oXCW,201903.0,20190331.0,633.0,453.0,,,,,D,0.0
1240,IOgDgRQKnq,201908.0,20190831.0,423.0,379.0,559.0,726.0,761.0,688.0,E,0.0
1241,kilQjaFCRk,201807.0,20180731.0,,,,,,,D,0.0
1242,KAzXi73OoG,201808.0,20180831.0,,,,,,,C2,0.0
1243,4NWy60wmvY,201911.0,20191130.0,580.0,580.0,489.0,624.0,535.0,619.0,E,0.0
1244,Pb5debqOEg,201912.0,20191231.0,220.0,220.0,415.0,460.0,460.0,551.0,D,0.0
1245,dKD68xRgF3,201902.0,20190228.0,677.0,,,,,,D,0.0
1246,3sJ4pt08Gu,201811.0,20181130.0,,,,,,,C2,0.0
1247,01PAOS8ohe,201809.0,20180930.0,,,,,,,D,0.0
1248,PHmMJgZRuZ,201912.0,20191231.0,648.0,644.0,644.0,556.0,556.0,556.0,C3,0.0
1249,3ZWpuSEYsg,201910.0,20191031.0,54.0,56.0,21.0,22.0,23.0,14.0,C1b,0.0
1250,ZpaDq09s6h,201807.0,20180731.0,,,,,,,D,0.0
1251,YVDj5uyUQ5,201808.0,20180831.0,,,,,,,D,0.0
1252,6LYTUAAjhb,202001.0,20200131.0,624.0,624.0,666.0,701.0,619.0,619.0,D,0.0
1253,IPI7O9rCat,201810.0,20181031.0,,,,,,,D,0.0
1254,Q5kseg8e1S,201912.0,20191231.0,162.0,95.0,68.0,68.0,153.0,207.0,D,0.0
1255,Rv6WtTl9Mi,201911.0,20191130.0,620.0,663.0,571.0,479.0,389.0,342.0,C3,0.0
1256,xuq1mdXg7b,201911.0,20191130.0,465.0,645.0,724.0,724.0,496.0,645.0,E,0.0
1257,lej32zPPxL,202003.0,20200331.0,194.0,295.0,377.0,295.0,295.0,335.0,C3,0.0
1258,BgT3bOF4K6,202001.0,20200131.0,608.0,608.0,608.0,651.0,651.0,651.0,D,0.0
1259,Ovqejbhor7,201907.0,20190731.0,697.0,697.0,697.0,769.0,769.0,769.0,C2,0.0
1260,muHhYD5goL,201812.0,20181231.0,,,,,,,C3,0.0
1261,aeOYBPdbxy,201909.0,20190930.0,715.0,715.0,715.0,677.0,676.0,676.0,C3,0.0
1262,J5O8GXmxyy,201810.0,20181031.0,,,,,,,D,0.0
1263,UpUQCEmcME,201906.0,20190630.0,653.0,653.0,653.0,653.0,653.0,,C3,0.0
1264,yj1t5UvNdQ,201908.0,20190831.0,748.0,748.0,707.0,537.0,445.0,242.0,C3,0.0
1265,d01ssbz2HM,201901.0,20190131.0,,,,,,,D,0.0
1266,LBLDgzrfKl,201902.0,20190228.0,132.0,,,,,,E,0.0
1267,jQA14hfg5n,201904.0,20190430.0,611.0,611.0,611.0,,,,C3,0.0
1268,XBLOCZ2wGx,201904.0,20190430.0,384.0,514.0,514.0,,,,D,0.0
1269,fZgnRqL5P7,201811.0,20181130.0,,,,,,,C3,0.0
1270,PJXS0L8kd4,201810.0,20181031.0,,,,,,,E,0.0
1271,D8Aj9SNetQ,201810.0,20181031.0,,,,,,,E,0.0
1272,5w1qtLCQrt,201812.0,20181231.0,,,,,,,C3,0.0
1273,mVmcFM6QBy,201912.0,20191231.0,42.0,371.0,445.0,316.0,357.0,274.0,E,0.0
1274,2cSXwRzPiM,202002.0,20200229.0,474.0,474.0,474.0,474.0,474.0,474.0,C3,0.0
1275,jO5InO9yuX,201903.0,20190331.0,749.0,749.0,,,,,C1b,0.0
1276,EBRsVb3dOw,201903.0,20190331.0,420.0,465.0,,,,,D,0.0
1277,qXpj6U7x41,201907.0,20190731.0,843.0,843.0,843.0,843.0,843.0,843.0,C3,0.0
1278,oe8uXuQNmb,201912.0,20191231.0,728.0,728.0,728.0,728.0,728.0,728.0,D,0.0
1279,lR4Yj9pyy2,201911.0,20191130.0,186.0,216.0,323.0,588.0,583.0,655.0,D,0.0
1280,mjjcviYfYl,201912.0,20191231.0,700.0,699.0,699.0,695.0,612.0,612.0,C3,0.0
1281,4ZVJTyEjm0,201905.0,20190531.0,827.0,827.0,827.0,827.0,,,E,0.0
1282,B4KSQltou8,201810.0,20181031.0,,,,,,,C1b,0.0
1283,9A8FEl7jEc,201808.0,20180831.0,,,,,,,Z,0.0
1284,sOddGyDjp7,202003.0,20200331.0,658.0,658.0,658.0,566.0,616.0,474.0,C1a,0.0
1285,p92twBZs8D,201907.0,20190731.0,449.0,281.0,361.0,399.0,399.0,490.0,C3,0.0
1286,PWNkSnQ4a7,201902.0,20190228.0,645.0,,,,,,D,0.0
1287,0LpWm3Q2lQ,202003.0,20200331.0,109.0,50.0,60.0,85.0,277.0,277.0,C1b,0.0
1288,qolOD5Mt2p,201904.0,20190430.0,515.0,413.0,349.0,,,,C2,0.0
1289,MIeV8dMLD9,201906.0,20190630.0,546.0,713.0,633.0,633.0,633.0,,AB,0.0
1290,WEfWs0LZqb,202001.0,20200131.0,735.0,735.0,735.0,735.0,735.0,735.0,E,0.0
1291,K7M0EzuU86,201808.0,20180831.0,,,,,,,C3,0.0
1292,K0Fjxagc20,201810.0,20181031.0,,,,,,,E,0.0
1293,kwszY0KBZy,201907.0,20190731.0,848.0,848.0,848.0,822.0,822.0,762.0,C3,0.0
1294,e1yexOKQWk,201906.0,20190630.0,363.0,406.0,406.0,406.0,406.0,,C3,0.0
1295,j94OSjodwV,201810.0,20181031.0,,,,,,,C2,0.0
1296,1nS4kD2nGm,202001.0,20200131.0,737.0,771.0,771.0,771.0,771.0,771.0,D,0.0
1297,SLDYTGPWwF,201906.0,20190630.0,611.0,694.0,766.0,766.0,766.0,,E,0.0
1298,juWjmzUvtu,201905.0,20190531.0,724.0,557.0,167.0,167.0,,,C3,0.0
1299,0LXzjq4Fhf,201901.0,20190131.0,,,,,,,C2,0.0
1300,gA2gawW5v4,201905.0,20190531.0,755.0,755.0,755.0,755.0,,,C2,0.0
1301,v9DmrOv9Pi,201906.0,20190630.0,768.0,652.0,564.0,341.0,341.0,,D,0.0
1302,SeFd2OuIS4,201905.0,20190531.0,720.0,640.0,635.0,635.0,,,D,0.0
1303,67k406E1SY,202002.0,20200229.0,697.0,697.0,653.0,610.0,520.0,565.0,D,0.0
1304,IHrD3GnbTA,201807.0,20180731.0,,,,,,,D,0.0
1305,oX45uBEUfC,201807.0,20180731.0,,,,,,,C1b,0.0
1306,V5tlJ7lMc7,201908.0,20190831.0,597.0,720.0,720.0,640.0,592.0,410.0,C3,0.0
1307,VokOASwCNJ,201909.0,20190930.0,471.0,688.0,688.0,749.0,746.0,746.0,C2,0.0
1308,uZscbhoMNe,201906.0,20190630.0,773.0,773.0,773.0,770.0,770.0,,Z,0.0
1309,XhEqwqycik,201902.0,20190228.0,388.0,,,,,,D,0.0
1310,pGTphFBoMy,201808.0,20180831.0,,,,,,,D,0.0
1311,pXFtkNhhwI,201912.0,20191231.0,151.0,151.0,151.0,404.0,628.0,628.0,D,0.0
1312,mpXiNPpSep,201907.0,20190731.0,602.0,602.0,602.0,597.0,552.0,681.0,D,0.0
1313,MVxoRAw81n,202001.0,20200131.0,486.0,486.0,486.0,486.0,486.0,440.0,D,0.0
1314,QxoAXi0rM2,201809.0,20180930.0,,,,,,,D,0.0
1315,hqF8bKRuws,201904.0,20190430.0,805.0,802.0,802.0,,,,C2,0.0
1316,43hr7RJdZj,201908.0,20190831.0,685.0,685.0,685.0,724.0,645.0,640.0,D,0.0
1317,NicN6Tngox,201909.0,20190930.0,822.0,822.0,822.0,848.0,848.0,848.0,C3,0.0
1318,WfPsNsgG0T,201904.0,20190430.0,811.0,811.0,782.0,,,,AB,0.0
1319,JQNHValc0b,201809.0,20180930.0,,,,,,,C3,0.0
1320,J6AuEjDmCq,201906.0,20190630.0,640.0,640.0,720.0,720.0,640.0,,D,0.0
1321,NwQjgyap4T,201902.0,20190228.0,551.0,,,,,,E,0.0
1322,8xbMTyeHbT,201912.0,20191231.0,750.0,750.0,750.0,675.0,675.0,675.0,E,0.0
1323,fUpQslYJ6l,201901.0,20190131.0,,,,,,,D,0.0
1324,GRemHOaSx5,202003.0,20200331.0,635.0,635.0,501.0,501.0,501.0,635.0,E,0.0
1325,xen32astnE,201808.0,20180831.0,,,,,,,D,0.0
1326,tPA355QyRN,201810.0,20181031.0,,,,,,,D,0.0
1327,LKuiXgpMrD,201912.0,20191231.0,181.0,428.0,519.0,468.0,618.0,618.0,D,0.0
1328,RvHXlnxQpU,201907.0,20190731.0,789.0,789.0,789.0,789.0,789.0,789.0,D,0.0
1329,JT8PwlVWwg,202001.0,20200131.0,505.0,505.0,505.0,639.0,639.0,550.0,D,0.0
1330,tHYWanhzkW,201912.0,20191231.0,440.0,207.0,178.0,178.0,390.0,109.0,C3,0.0
1331,oJKJtYClTC,201809.0,20180930.0,,,,,,,D,0.0
1332,sTYDROW07v,201812.0,20181231.0,,,,,,,C3,0.0
1333,2RmmIXLqtG,201811.0,20181130.0,,,,,,,C3,0.0
1334,iN9v6GDryl,201910.0,20191031.0,484.0,484.0,484.0,484.0,575.0,575.0,D,0.0
1335,GRU7nkjLzL,201906.0,20190630.0,687.0,646.0,646.0,646.0,687.0,,D,0.0
1336,OJRJL8UQ8m,201807.0,20180731.0,,,,,,,C3,0.0
1337,o187rlUxCh,201807.0,20180731.0,,,,,,,C3,0.0
1338,qM5o44tfAI,202001.0,20200131.0,236.0,406.0,406.0,271.0,406.0,434.0,C3,0.0
1339,szBTxBRNIh,201807.0,20180731.0,,,,,,,C1a,0.0
1340,b29uqbdSPZ,201807.0,20180731.0,,,,,,,E,0.0
1341,oc6rBAsIGT,201911.0,20191130.0,753.0,753.0,753.0,679.0,679.0,679.0,D,0.0
1342,SQf68iM6c0,201911.0,20191130.0,472.0,472.0,563.0,563.0,563.0,558.0,D,0.0
1343,AX5uJ17XC6,201904.0,20190430.0,362.0,214.0,115.0,,,,D,0.0
1344,VSIfqAbfZV,201902.0,20190228.0,814.0,,,,,,C2,0.0
1345,xZr9NYnwaD,201902.0,20190228.0,724.0,,,,,,D,0.0
1346,kilpvS783O,201905.0,20190531.0,845.0,845.0,845.0,820.0,,,C2,0.0
1347,8z9MC8T46c,201909.0,20190930.0,386.0,565.0,565.0,637.0,679.0,674.0,C2,0.0
1348,UOC3ltulym,201808.0,20180831.0,,,,,,,C2,0.0
1349,vwMKw61eAS,202002.0,20200229.0,565.0,405.0,405.0,405.0,405.0,321.0,C3,0.0
1350,8zDSbl1CcK,201912.0,20191231.0,670.0,579.0,579.0,579.0,705.0,705.0,C3,0.0
1351,SVZzZpkeQq,201910.0,20191031.0,771.0,618.0,529.0,529.0,700.0,771.0,E,0.0
